disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes 
MODY, type III	Diabetes mellitus, insulin-dependent	3	3	Endocrine	Endocrine	3
MODY, type III	Diabetes mellitus, noninsulin-dependent, 2	3	3	Endocrine	Endocrine	3
MODY, type III	Hepatic adenoma	3	3	Endocrine	Cancer	3
MODY, type IV	Diabetes mellitus, type II, susceptibility to	1	1	Endocrine	Endocrine	1
MODY, type IV	Pancreatic agenesis	1	1	Endocrine	Gastrointestinal	1
MODY, type V	Diabetes mellitus, noninsulin-dependent	2	2	Endocrine	Endocrine	2
MODY, type V	Glomerulocystic kidney disease, hypoplastic	2	2	Endocrine	Renal	2
MODY, type V	MODY5 with nephron agenesis	2	2	Endocrine	Endocrine	2
MODY, type V	MODY5 with non-diabetic renal disease and Mullerian aplasia	2	2	Endocrine	Endocrine	2
Mohr-Tranebjaerg syndrome	Deafness, X-linked 1, progressive	5	5	Neurological	Ear,Nose,Throat	5
Mohr-Tranebjaerg syndrome	Jensen syndrome	5	5	Neurological	Neurological	5
Monilethrix	Brugada syndrome	2	5	Dermatological	Cardiovascular	1
Monilethrix	Heart block, nonprogressive	2	5	Dermatological	Cardiovascular	1
Monilethrix	Heart block, progressive, type I	2	5	Dermatological	Cardiovascular	1
Monilethrix	Long QT syndrome-3	2	5	Dermatological	Cardiovascular	1
Monilethrix	Sick sinus syndrome	2	5	Dermatological	Cardiovascular	1
Monilethrix	Ventricular fibrillation, idiopathic	2	5	Dermatological	Cardiovascular	1
Morning glory disc anomaly	Aniridia, type II	3	3	Skeletal	Ophthamological	3
Morning glory disc anomaly	Cataract, congenital, with late-onset corneal dystrophy	3	3	Skeletal	Ophthamological	3
Morning glory disc anomaly	Coloboma, ocular	3	3	Skeletal	Ophthamological	3
Morning glory disc anomaly	Ectopia pupillae	3	3	Skeletal	Ophthamological	3
Morning glory disc anomaly	Eye anomalies, multiplex	3	3	Skeletal	Ophthamological	3
Morning glory disc anomaly	Foveal hypoplasia, isolated	3	3	Skeletal	Ophthamological	3
Morning glory disc anomaly	Keratitis	3	3	Skeletal	Ophthamological	3
Morning glory disc anomaly	Optic nerve hypoplasia/aplasia	3	3	Skeletal	Ophthamological	3
Morning glory disc anomaly	Peters anomaly	3	3	Skeletal	Developmental	3
Muckle-Wells syndrome	CINCA syndrome	4	4	multiple	multiple	4
Muckle-Wells syndrome	Cold-induced autoinflammatory syndrome, familial	4	4	multiple	Immunological	4
Mucopolysaccharidosis Ih	Mucopolysaccharidosis Ih/s	2	2	Metabolic	Metabolic	2
Mucopolysaccharidosis Ih	Mucopolysaccharidosis Is	2	2	Metabolic	Metabolic	2
Mucopolysaccharidosis Ih/s	Mucopolysaccharidosis Ih	2	2	Metabolic	Metabolic	2
Mucopolysaccharidosis Ih/s	Mucopolysaccharidosis Is	2	2	Metabolic	Metabolic	2
Mucopolysaccharidosis Is	Mucopolysaccharidosis Ih	2	2	Metabolic	Metabolic	2
Mucopolysaccharidosis Is	Mucopolysaccharidosis Ih/s	2	2	Metabolic	Metabolic	2
Mucopolysaccharidosis IVB	GM1-gangliosidosis	1	1	Metabolic	Metabolic	1
Muenke syndrome	Achondroplasia	2	2	Skeletal	Skeletal	2
Muenke syndrome	Bladder cancer	2	2	Skeletal	Cancer	2
Muenke syndrome	Cervical cancer, somatic	2	2	Skeletal	Cancer	2
Muenke syndrome	Colorectal cancer, somatic	2	2	Skeletal	Cancer	2
Muenke syndrome	Crouzon syndrome with acanthosis nigricans	2	2	Skeletal	Skeletal	2
Muenke syndrome	Hypochondroplasia	2	2	Skeletal	Skeletal	2
Muenke syndrome	Thanatophoric dysplasia, types I and II	2	2	Skeletal	Skeletal	2
Muir-Torre syndrome	Cafe-au-lait spots with glioma or leukemia	3	3	Cancer	Cancer	3
Muir-Torre syndrome	Colorectal cancer, hereditary nonpolyposis, type 2	3	3	Cancer	Cancer	3
Muir-Torre syndrome	Turcot syndrome with glioblastoma	3	3	Cancer	Cancer	3
Muir-Torre syndrome	Cafe-au-lait spots, multiple, with leukemia	4	4	Cancer	Cancer	4
Muir-Torre syndrome	Colorectal cancer, hereditary nonpolyposis, type 1	4	4	Cancer	Cancer	4
Muir-Torre syndrome	Glioblastoma, early-onset	4	4	Cancer	Cancer	4
Muir-Torre syndrome	Lymphoma, T-cell	4	4	Cancer	Cancer	4
Muir-Torre syndrome	Lynch cancer family syndrome II	4	4	Cancer	Cancer	4
Muir-Torre syndrome	Neurofibromatosis, type I, with leukemia	4	4	Cancer	Cancer	4
Muir-Torre syndrome	Ovarian cancer	4	4	Cancer	Cancer	4
Multiple cutaneous and uterine leiomyomata	Fumarase deficiency	1	1	Cancer	Metabolic	1
Multiple cutaneous and uterine leiomyomata	Leiomyomatosis and renal cell cancer	1	1	Cancer	Cancer	1
Multiple endocrine neoplasia I	Adrenal adenoma, sporadic	1	1	Cancer	Cancer	1
Multiple endocrine neoplasia I	Angiofibroma, sporadic	1	1	Cancer	Endocrine	1
Multiple endocrine neoplasia I	Carcinoid tumor of lung	1	1	Cancer	Cancer	1
Multiple endocrine neoplasia I	Hyperparathyroidism, AD	1	1	Cancer	Endocrine	1
Multiple endocrine neoplasia I	Lipoma, sporadic	1	1	Cancer	Cancer	1
Multiple endocrine neoplasia I	Parathyroid adenoma, sporadic	1	1	Cancer	Cancer	1
Multiple endocrine neoplasia I	Prolactinoma, hyperparathyroidism, carcinoid syndrome	1	1	Cancer	Endocrine	1
Multiple endocrine neoplasia IIA	Central hypoventilation syndrome, congenital	2	2	Cancer	Respiratory	2
Multiple endocrine neoplasia IIA	Colonic aganglionosis, total, with small bowel involvement	2	2	Cancer	Gastrointestinal	2
Multiple endocrine neoplasia IIA	Hirschsprung disease	2	2	Cancer	Gastrointestinal	2
Multiple endocrine neoplasia IIA	Medullary thyroid carcinoma	2	2	Cancer	Cancer	2
Multiple endocrine neoplasia IIA	Multiple endocrine neoplasia IIB	2	2	Cancer	Cancer	2
Multiple endocrine neoplasia IIB	Central hypoventilation syndrome, congenital	2	2	Cancer	Respiratory	2
Multiple endocrine neoplasia IIB	Colonic aganglionosis, total, with small bowel involvement	2	2	Cancer	Gastrointestinal	2
Multiple endocrine neoplasia IIB	Hirschsprung disease	2	2	Cancer	Gastrointestinal	2
Multiple endocrine neoplasia IIB	Medullary thyroid carcinoma	2	2	Cancer	Cancer	2
Multiple endocrine neoplasia IIB	Multiple endocrine neoplasia IIA	2	2	Cancer	Cancer	2
Multiple malignancy syndrome	Adrenal cortical carcinoma	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Breast cancer	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Colorectal cancer	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Hepatocellular carcinoma	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Histiocytoma	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Li-Fraumeni syndrome	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Nasopharyngeal carcinoma	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Osteosarcoma	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Pancreatic cancer	3	3	Cancer	Cancer	3
Multiple malignancy syndrome	Thyroid carcinoma	3	3	Cancer	Cancer	3
Multiple myeloma, resistance to	LIG4 syndrome	1	1	Cancer	multiple	1
Multiple sclerosis, susceptibility to	Bare lymphocyte syndrome, type II, complementation group A	2	2	Neurological	Immunological	2
Multiple sclerosis, susceptibility to	Rheumatoid arthritis, susceptibility to	2	2	Neurological	Connective tissue	2
Multiple sclerosis, susceptibility to	Severe combined immunodeficiency due to PTPRC deficiency	3	3	Neurological	Immunological	3
Muscular dystrophy, congenital, 1C	Muscular dystrophy, limb-girdle, type 2I	3	3	Muscular	Muscular	3
Muscular dystrophy, congenital, due to partial LAMA2 deficiency	Muscular dystrophy, congenital merosin-deficient	2	2	Muscular	Muscular	2
Muscular dystrophy, congenital merosin-deficient	Muscular dystrophy, congenital, due to partial LAMA2 deficiency	2	2	Muscular	Muscular	2
Muscular dystrophy, Fukuyama congenital	Walker-Warburg syndrome	1	1	Muscular	multiple	1
Muscular dystrophy, limb-girdle, type 1A	Myotilinopathy	2	2	Muscular	Muscular	2
Muscular dystrophy, limb-girdle, type 2B	Miyoshi myopathy	2	2	Muscular	Muscular	2
Muscular dystrophy, limb-girdle, type 2B	Myopathy, distal, with anterior tibial onset	2	2	Muscular	Muscular	2
Muscular dystrophy, limb-girdle, type 2F	Cardiomyopathy, dilated, 1L	4	4	Muscular	Cardiovascular	4
Muscular dystrophy, limb-girdle, type 2G	Cardiomyopathy, dilated, 1N	3	3	Muscular	Cardiovascular	3
Muscular dystrophy, limb-girdle, type 2I	Muscular dystrophy, congenital, 1C	3	3	Muscular	Muscular	3
Muscular dystrophy, limb-girdle, type 2J	Cardiomyopathy, dilated, 1G	4	2	Muscular	Cardiovascular	2
Muscular dystrophy, limb-girdle, type 2J	Cardiomyopathy, familial hypertrophic, 9	4	4	Muscular	Cardiovascular	4
Muscular dystrophy, limb-girdle, type 2K	Walker-Warburg syndrome	1	1	Muscular	multiple	1
Muscular dystrophy, limb-girdle, type IC	Cardiomyopathy, familial hypertrophic	2	2	Muscular	Cardiovascular	2
Muscular dystrophy, limb-girdle, type IC	Creatine phosphokinase, elevated serum	2	2	Muscular	Metabolic	2
Muscular dystrophy, limb-girdle, type IC	Creatine phosphokinase, elevated serum	2	2	Muscular	Metabolic	2
Muscular dystrophy, limb-girdle, type IC	Myopathy, distal, with decreased caveolin 3	2	2	Muscular	Muscular	2
Muscular dystrophy, limb-girdle, type IC	Rippling muscle disease	2	2	Muscular	Muscular	2
Muscular dystrophy with epidermolysis bullosa simplex	Epidermolysis bullosa simplex, Ogna type	3	3	Muscular	Dermatological	3
Myasthenic syndrome	Cramps, familial, potassium-aggravated	3	3	Muscular	Muscular	3
Myasthenic syndrome	Hyperkalemic periodic paralysis	3	3	Muscular	Neurological	3
Myasthenic syndrome	Hypokalemic periodic paralysis	3	3	Muscular	Renal	3
Myasthenic syndrome	Myotonia congenita, atypical, acetazolamide-responsive	3	3	Muscular	Muscular	3
Myasthenic syndrome	Paramyotonia congenita	3	3	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	5	3	Muscular	Muscular	1
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	5	5	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	5	5	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	5	6	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	5
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	6	3	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	6	5	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	6	5	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	6	6	Muscular	Muscular	6
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	6	6	Muscular	Muscular	6
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	3	3	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	3	6	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	3	5	Muscular	Muscular	1
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	3	6	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	3	5	Muscular	Muscular	1
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	3	6	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	3	3	Muscular	Muscular	3
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	3	6	Muscular	Muscular	2
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	3	5	Muscular	Muscular	1
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	3	6	Muscular	Muscular	2
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	5	Muscular	Muscular	2
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	6	Muscular	Muscular	3
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	5
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	4
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	5	Muscular	Muscular	2
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	6	Muscular	Muscular	3
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	4
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	5
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	6	5	Muscular	Muscular	3
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	6	6	Muscular	Muscular	6
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	6	3	Muscular	Muscular	2
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	6	3	Muscular	Muscular	2
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3
Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	6	6	Muscular	Muscular	6
Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	5	Muscular	Muscular	2
Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	6	Muscular	Muscular	3
Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, fast-channel congenital	5	5	Muscular	Muscular	5
Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, fast-channel congenital	5	5	Muscular	Muscular	4
Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, fast-channel congenital	5	6	Muscular	Muscular	3
Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	5	Muscular	Muscular	5
Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	6	Muscular	Muscular	3
