	disorder	class	gene_list
1836	Mental retardation, X-linked nonspecific, 63	Neurological	FACL4, ACS4, MRX63
1837	Mental retardation, X-linked nonspecific, type 19	Neurological	RPS6KA3, RSK2, MRX19
1838	Mental retardation, X-linked nonspecific, type 46	Neurological	ARHGEF6, MRX46, COOL2
1839	Mental retardation, X-linked nonsyndromic	Neurological	AGTR2
1840	Mental retardation, X-linked nonsyndromic	Neurological	FGD1, FGDY, AAS
1841	Mental retardation, X-linked nonsyndromic	Neurological	ZNF41
1842	Mental retardation, X-linked nonsyndromic, DLG3-related	Neurological	DLG3, NEDLG, SAP102, MRX
1843	Mental retardation, X-linked, Snyder-Robinson type	Neurological	SMS, SRS, MRSR
1844	Mental retardation, X-linked, with isolated growth hormone deficiency	Neurological	SOX3, MRGH
1845	Mental retardation, X-linked, with progressive spasticity	Neurological	MECP2, RTT, PPMX, MRX16, MRX79
1846	Mental retardation, X-linked, with seizures and carrier manifestations	Neurological	SLC6A8, CRTR
1847	Mephenytoin poor metabolizer	Metabolic	CYP2C, CYP2C19
1848	Merkel cell carcinoma, somatic	Cancer	SDHD, PGL1
1849	Mesangial sclerosis, isolated diffuse	Renal	WT1
1850	Mesothelioma	Cancer	BCL10
1851	Metachromatic leukodystrophy	Neurological	ARSA
1852	Metachromatic leukodystrophy due to deficiency of SAP-1	Neurological	PSAP, SAP1
1853	Metaphyseal chondrodysplasia, Murk Jansen type	Connective tissue	PTHR1, PTHR
1854	Metaphyseal chondrodysplasia, Schmid type	Connective tissue	COL10A1
1855	Metaphyseal dysplasia without hypotrichosis	Connective tissue	RMRP, RMRPR, CHH
1856	Methemoglobinemia due to cytochrome b5 deficiency	Hematological	CYB5
1857	Methemoglobinemias, alpha-	Hematological	HBA1
1858	Methemoglobinemias, beta-	Hematological	HBB
1859	Methemoglobinemia, type I	Hematological	DIA1
1860	Methemoglobinemia, type II	Hematological	DIA1
1861	Methionine adenosyltransferase deficiency, autosomal recessive	Metabolic	MAT1A, MATA1, SAMS1
1862	Methylcobalamin deficiency, cblG type	Metabolic	MTR
1863	Methylmalonate semialdehyde dehydrogenase deficiency	Metabolic	ALDH6A1, MMSDH
1864	Methylmalonic aciduria, mut(0) type	Metabolic	MUT, MCM
1865	Methylmalonic aciduria, vitamin B12-responsive	Metabolic	MMAA
1866	Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type	Metabolic	MMAB
1867	Mevalonicaciduria	Metabolic	MVK, MVLK
1868	MHC class II deficiency, complementation group B	Immunological	RFXANK
1869	Microcephaly, Amish type	Neurological	SLC25A19, DNC, MUP1, MCPHA
1870	Microcephaly, autosomal recessive 1	Neurological	MCPH1
1871	Microcephaly, primary autosomal recessive, 3	Neurological	CDK5RAP2, KIAA1633, MCPH3
1872	Microcephaly, primary autosomal recessive, 5	Neurological	ASPM, MCPH5
1873	Microcephaly, primary autosomal recessive, 6	Neurological	CEMPJ, CPAP, MCPH6
1874	Microcoria-congenital nephrosis syndrome	Ophthamological	LAMB2, LAMS
1875	Micropenis	Renal	LHCGR
1876	Microphthalmia, cataracts, and iris abnormalities	Ophthamological	CHX10, HOX10
1877	Microphthalmia, SIX6-related	Ophthamological	SIX6
1878	Microphthalmia with associated anomalies 2	Ophthamological	BCOR, KIAA1575, MAA2, ANOP2
1879	Migraine, familial hemiplegic, 2	Neurological	ATP1A2, FHM2, MHP2
1880	Migraine, resistance to	Neurological	EDNRA
1881	Migraine, susceptibility to	Neurological	ESR1, ESR
1882	Migraine without aura, susceptibility to	Neurological	TNF, TNFA
1883	Miller-Dieker lissencephaly	multiple	YWHAE, MDCR, MDS
1884	Mitochondrial complex I deficiency	multiple	NDUFS1
1885	Mitochondrial complex I deficiency	multiple	NDUFS2
1886	Mitochondrial complex I deficiency	multiple	NDUFS4, AQDQ
1887	Mitochondrial complex I deficiency	multiple	NDUFV1, UQOR1
1888	Mitochondrial complex III deficiency	multiple	BCS1L, FLNMS, GRACILE
1889	Mitochondrial complex III deficiency	multiple	UQCRB, UQBP, QPC
1890	Mitochondrial DNA depletion myopathy	Muscular	TK2
1891	Mitochondrial DNA depletion syndrome	multiple	SUCLA2
1892	Mitochondrial DNA-depletion syndrome, hepatocerebral form	multiple	DGUOK, DGK
1893	Mitochondrial myopathy and sideroblastic anemia	multiple	PUS1, MLASA
1894	Mitochondrial respiratory chain complex II deficiency	multiple	SDHA, SDH2, SDHF
1895	Miyoshi myopathy	Muscular	DYSF, LGMD2B
1896	MODY5 with nephron agenesis	Endocrine	TCF2, HNF2
1897	MODY5 with non-diabetic renal disease and Mullerian aplasia	Endocrine	TCF2, HNF2
1898	MODY, one form	Endocrine	INS
1899	MODY, type I	Endocrine	HNF4A, TCF14, MODY1
1900	MODY, type II	Endocrine	GCK
1901	MODY, type III	Endocrine	TCF1, HNF1A, MODY3
1902	MODY, type IV	Endocrine	IPF1
1903	MODY, type V	Endocrine	TCF2, HNF2
1904	Mohr-Tranebjaerg syndrome	Neurological	TIMM8A, DFN1, DDP, MTS, DDP1
1905	Molybdenum cofactor deficiency, type A	Metabolic	MOCS1, MOCOD
1906	Molybdenum cofactor deficiency, type B	Metabolic	MOCS2, MPTS
1907	Molybdenum cofactor deficiency, type C	Metabolic	GPH, KIAA1385, GEPH
1908	Monilethrix	Dermatological	KRTHB1, HB1
1909	Monilethrix	Dermatological	KRTHB6, HB6
1910	Morning glory disc anomaly	Skeletal	PAX6, AN2, MGDA
1911	Mowat-Wilson syndrome	Developmental	ZFHX1B, SMADIP1, SIP1
1912	Moyamoya disease 3	Neurological	MYMY3
1913	Muckle-Wells syndrome	multiple	CIAS1, C1orf7, FCU, FCAS
1914	Mucoepidermoid salivary gland carcinoma	Cancer	MAML2, MAM3
1915	Mucoepidermoid salivary gland carcinoma	Cancer	MECT1, KIAA0616
1916	Mucolipidosis IIIA	Metabolic	GNPTAB, GNPTA
1917	Mucolipidosis IIIC	Metabolic	GNPTAG
1918	Mucolipidosis IV	Metabolic	MCOLN1, ML4
1919	Mucopolysaccharidosis Ih	Metabolic	IDUA, IDA
1920	Mucopolysaccharidosis Ih/s	Metabolic	IDUA, IDA
1921	Mucopolysaccharidosis II	Metabolic	IDS, MPS2, SIDS
1922	Mucopolysaccharidosis Is	Metabolic	IDUA, IDA
1923	Mucopolysaccharidosis IVA	Metabolic	GALNS, MPS4A
1924	Mucopolysaccharidosis IVB	Metabolic	GLB1
1925	Mucopolysaccharidosis type IIID	Metabolic	GNS, G6S
1926	Mucopolysaccharidosis type IX	Metabolic	HYAL1
1927	Mucopolysaccharidosis VII	Metabolic	GUSB, MPS7
1928	Muenke syndrome	Skeletal	FGFR3, ACH
1929	Muir-Torre syndrome	Cancer	MLH1, COCA2, HNPCC2
1930	Muir-Torre syndrome	Cancer	MSH2, COCA1, FCC1, HNPCC1
1931	Mulibrey nanism	multiple	TRIM37, MUL, KIAA0898
1932	Multiple cutaneous and uterine leiomyomata	Cancer	FH
1933	Multiple endocrine neoplasia I	Cancer	MEN1
1934	Multiple endocrine neoplasia IIA	Cancer	RET, MEN2A
1935	Multiple endocrine neoplasia IIB	Cancer	RET, MEN2A
1936	Multiple malignancy syndrome	Cancer	TP53, P53, LFS1
1937	Multiple myeloma	Cancer	IRF4, LSIRF
1938	Multiple myeloma, resistance to	Cancer	LIG4
1939	Multiple sclerosis, susceptibility to	Neurological	MHC2TA, C2TA
1940	Multiple sclerosis, susceptibility to	Neurological	PTPRC, CD45, LCA
1941	Multiple sulfatase deficiency	Metabolic	SUMF1, FGE
1942	Muscle-eye-brain disease	multiple	POMGNT1, MEB
1943	Muscle glycogenosis	Muscular	PHKA1
1944	Muscle hypertrophy	Muscular	GDF8, MSTN
1945	Muscular dystrophy, congenital, 1C	Muscular	FKRP, MDC1C, LGMD2I
1946	Muscular dystrophy, congenital, due to partial LAMA2 deficiency	Muscular	LAMA2, LAMM
1947	Muscular dystrophy, congenital merosin-deficient	Muscular	LAMA2, LAMM
1948	Muscular dystrophy, congenital, type 1D	Muscular	LARGE, KIAA0609, MDC1D
1949	Muscular dystrophy, Fukuyama congenital	Muscular	FCMD
1950	Muscular dystrophy, limb-girdle, type 1A	Muscular	TTID, MYOT
1951	Muscular dystrophy, limb-girdle, type 2A	Muscular	CAPN3, CANP3
1952	Muscular dystrophy, limb-girdle, type 2B	Muscular	DYSF, LGMD2B
1953	Muscular dystrophy, limb-girdle, type 2C	Muscular	SGCG, LGMD2C, DMDA1, SCG3
1954	Muscular dystrophy, limb-girdle, type 2D	Muscular	SGCA, ADL, DAG2, LGMD2D, DMDA2
1955	Muscular dystrophy, limb-girdle, type 2E	Muscular	SGCB, LGMD2E
1956	Muscular dystrophy, limb-girdle, type 2F	Muscular	SGCD, SGD, LGMD2F, CMD1L
1957	Muscular dystrophy, limb-girdle, type 2G	Muscular	TCAP, LGMD2G, CMD1N
1958	Muscular dystrophy, limb-girdle, type 2H	Muscular	TRIM32, HT2A, LGMD2H
1959	Muscular dystrophy, limb-girdle, type 2I	Muscular	FKRP, MDC1C, LGMD2I
1960	Muscular dystrophy, limb-girdle, type 2J	Muscular	TTN, CMD1G, TMD, LGMD2J
1961	Muscular dystrophy, limb-girdle, type 2K	Muscular	POMT1
1962	Muscular dystrophy, limb-girdle, type IC	Muscular	CAV3, LGMD1C
1963	Muscular dystrophy, rigid spine, 1	Muscular	SEPN1, SELN, RSMD1
1964	Muscular dystrophy with epidermolysis bullosa simplex	Muscular	PLEC1, PLTN, EBS1
1965	Myasthenia, familial infantile, 1	Muscular	CMS1A1, FIM1
1966	Myasthenic syndrome	Muscular	SCN4A, HYPP, NAC1A
1967	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CHRNB1, ACHRB, SCCMS, CMS2A, CMS1D
1968	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D
1969	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	RAPSN, CMS1D, CMS1E
1970	Myasthenic syndrome, congenital, associated with episodic apnea	Muscular	CHAT, CMS1A2
1971	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Muscular	RAPSN, CMS1D, CMS1E
1972	Myasthenic syndrome, fast-channel congenital	Muscular	CHRNA1, ACHRD, CMS2A, SCCMS, FCCMS
1973	Myasthenic syndrome, fast-channel congenital	Muscular	CHRND, ACHRD, SCCMS, CMS2A, FCCMS
1974	Myasthenic syndrome, fast-channel congenital	Muscular	CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D
1975	Myasthenic syndrome, slow-channel congenital	Muscular	CHRNA1, ACHRD, CMS2A, SCCMS, FCCMS
1976	Myasthenic syndrome, slow-channel congenital	Muscular	CHRNB1, ACHRB, SCCMS, CMS2A, CMS1D
1977	Myasthenic syndrome, slow-channel congenital	Muscular	CHRND, ACHRD, SCCMS, CMS2A, FCCMS
1978	Myasthenic syndrome, slow-channel congenital	Muscular	CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D
1979	Mycobacterial and salmonella infections, susceptibility to	Immunological	IL12RB1
1980	Mycobacterial infection, atypical, familial disseminated	Immunological	IFNGR1
1981	Mycobacterial infection, atypical, familial disseminated	Immunological	IFNGR2, IFNGT1, IFGR2
1982	Mycobacterial infection, atypical, familial disseminated	Immunological	STAT1
1983	Mycobacterium tuberculosis, suceptibility to infection by	Immunological	NRAMP1, NRAMP
1984	Myelodysplasia syndrome-1	Muscular	MDS1
1985	Myelodysplastic syndrome	Muscular	FACL6, ACS2
1986	Myelodysplastic syndrome, preleukemic	Muscular	IRF1, MAR
1987	Myelofibrosis, idiopathic	Hematological	JAK2
1988	Myelogenous leukemia, acute	Cancer	FACL6, ACS2
1989	Myelogenous leukemia, acute	Cancer	IRF1, MAR
1990	Myeloid leukemia, acute, M4Eo subtype	Cancer	CBFB
1991	Myeloid malignancy, predisposition to	Cancer	CSF1R, FMS
1992	Myelokathexis, isolated	Immunological	CXCR4, D2S201E, NPY3R, WHIM
1993	Myelomonocytic leukemia, chronic	Cancer	PDGFRB, PDGFR
1994	Myeloperoxidase deficiency	Immunological	MPO
1995	Myeloproliferative disorder with eosinophilia	Cancer	PDGFRB, PDGFR
1996	Myoadenylate deaminase deficiency	Muscular	AMPD1
1997	Myocardial infarction, decreased susceptibility to	Cardiovascular	F7
1998	Myocardial infarction susceptibility	Cardiovascular	APOE, AD2
1999	Myocardial infarction, susceptibility to	Cardiovascular	ACE, DCP1, ACE1
2000	Myocardial infarction, susceptibility to	Cardiovascular	ALOX5AP, FLAP
2001	Myocardial infarction, susceptibility to	Cardiovascular	LGALS2
2002	Myocardial infarction, susceptibility to	Cardiovascular	LTA, TNFB
2003	Myocardial infarction, susceptibility to	Cardiovascular	OLR1, LOX1
2004	Myocardial infarction, susceptibility to	Cardiovascular	THBD, THRM
2005	Myocardial infarction, susceptibility to	Cardiovascular	GCLM, GLCLR
2006	Myocardial infarction, susceptibility to	Cardiovascular	TNFSF4, GP34, OX4OL
2007	Myoclonic epilepsy, juvenile, 1	Neurological	EFHC1, FLJ10466, EJM1
2008	Myoclonic epilepsy, severe, of infancy	Neurological	GABRG2, GEFSP3, CAE2, ECA2
2009	Myoclonic epilepsy with mental retardation and spasticity	Neurological	ARX, ISSX, PRTS, MRXS1, MRX36, MRX54
2010	Myoglobinuria/hemolysis due to PGK deficiency	Metabolic	PGK1, PGKA
2011	Myokymia with neonatal epilepsy	Neurological	KCNQ2, EBN1
2012	Myoneurogastrointestinal encephalomyopathy syndrome	multiple	ECGF1
2013	Myopathy, actin, congenital, with cores	Muscular	ACTA1, ASMA, NEM3, NEM1
2014	Myopathy, actin, congenital, with excess of thin myofilaments	Muscular	ACTA1, ASMA, NEM3, NEM1
2015	Myopathy, cardioskeletal, desmin-related, with cataract	Muscular	CRYAB, CRYA2, CTPP2
2016	Myopathy, centronuclear	Muscular	MYF6
2017	Myopathy, congenital	Muscular	ITGA7
2018	Myopathy, desmin-related, cardioskeletal	Muscular	DES, CMD1I
2019	Myopathy, distal, with anterior tibial onset	Muscular	DYSF, LGMD2B
2020	Myopathy, distal, with decreased caveolin 3	Muscular	CAV3, LGMD1C
2021	Myopathy due to CPT II deficiency	Muscular	CPT2
2022	Myopathy due to phosphoglycerate mutase deficiency	Muscular	PGAM2, PGAMM
2023	Myopathy, Laing distal	Muscular	MYH7, CMH1, MPD1
2024	Myopathy, myosin storage	Muscular	MYH7, CMH1, MPD1
2025	Myopathy, nemaline, 3	Muscular	ACTA1, ASMA, NEM3, NEM1
2026	Myotilinopathy	Muscular	TTID, MYOT
2027	Myotonia congenita, atypical, acetazolamide-responsive	Muscular	SCN4A, HYPP, NAC1A
2028	Myotonia congenita, dominant	Muscular	CLCN1
2029	Myotonia congenita, recessive	Muscular	CLCN1
2030	Myotonia levior, recessive	Muscular	CLCN1
2031	Myotonic dystrophy	Muscular	DMPK, DM, DMK
2032	Myotonic dystrophy, type 2	Muscular	ZNF9, CNBP1, DM2, PROMM
2033	Myotubular myopathy, X-linked	Muscular	MTM1, MTMX
2034	Myxoid liposarcoma	Cancer	DDIT3, GADD153, CHOP10
2035	Myxoma, intracardiac	Cardiovascular	PRKAR1A, TSE1, CNC1, CAR
2036	N-acetylglutamate synthase deficiency	Metabolic	NAGS
2037	Nail-patella syndrome	multiple	LMX1B, NPS1
2038	Nail-patella syndrome with open-angle glaucoma	multiple	LMX1B, NPS1
2039	Nance-Horan syndrome	Ophthamological	NHS
2040	Narcolepsy	Psychiatric	HCRT, OX
2041	Nasopharyngeal carcinoma	Cancer	TP53, P53, LFS1
2042	Nasu-Hakola disease	Bone	TREM2
2043	Nasu-Hakola disease	Bone	TYROBP, PLOSL, DAP12
2044	Naxos disease	multiple	JUP, DP3, PDGB
2045	Nemaline myopathy	Muscular	TPM2, TMSB, AMCD1, DA1
2046	Nemaline myopathy 1, autosomal dominant	Muscular	TPM3, NEM1
2047	Nemaline myopathy 2, autosomal recessive	Muscular	NEB, NEM2
2048	Nemaline myopathy, Amish type	Muscular	TNNT1, ANM
2049	Neonatal ichthyosis-sclerosing cholangitis syndrome	multiple	CLDN1, SEMP1
2050	Nephrogenic syndrome of inappropriate antidiuresis	Renal	AVPR2, DIR, DI1, ADHR
2051	Nephrolithiasis, type I	Renal	CLCN5, CLCK2, NPHL2, DENTS
2052	Nephrolithiasis, uric acid, susceptibility to	Renal	ZNF365, UAN
2053	Nephronophthisis 2, infantile	Renal	INVS, INV, NPHP2, NPH2
2054	Nephronophthisis 4	Renal	NPHP4, SLSN4
2055	Nephronophthisis, adolescent	Renal	NPHP3, NPH3
2056	Nephronophthisis, juvenile	Renal	NPHP1, NPH1, SLSN1
2057	Nephropathy, chronic hypocomplementemic	Renal	HF1, CFH, HUS
2058	Nephropathy with pretibial epidermolysis bullosa and deafness	Renal	CD151, PETA3, SFA1
2059	Nephrosis-1, congenital, Finnish type	Renal	NPHS1, NPHN
2060	Nephrotic syndrome, steroid-resistant	Renal	PDCN, NPHS2, SRN1
2061	Netherton syndrome	Dermatological	SPINK5, LEKTI
2062	Neural tube defects, maternal risk of	Developmental	MTHFD, MTHFC
2063	Neuroblastoma	Cancer	NME1, NM23
2064	Neuroblastoma	Cancer	PMX2B, NBPHOX, PHOX2B
2065	Neurodegeneration, pantothenate kinase-associated	Neurological	PANK2, NBIA1, PKAN, HARP
2066	Neuroectodermal tumors, supratentorial primitive, with cafe-au-lait spots	multiple	PMS2, PMSL2, HNPCC4
2067	Neurofibromatosis, familial spinal	Cancer	NF1, VRNF, WSS, NFNS
2068	Neurofibromatosis-Noonan syndrome	Cancer	NF1, VRNF, WSS, NFNS
2069	Neurofibromatosis, type 1	Cancer	NF1, VRNF, WSS, NFNS
2070	Neurofibromatosis, type 2	Cancer	NF2
2071	Neurofibromatosis, type I, with leukemia	Cancer	MSH2, COCA1, FCC1, HNPCC1
2072	Neurofibrosarcoma	Cancer	MXI1
2073	Neuropathy, congenital hypomyelinating, 1	Neurological	EGR2, KROX20
2074	Neuropathy, congenital hypomyelinating	Neurological	MPZ, CMT1B, CMTDI3, CHM, DSS
2075	Neuropathy, distal hereditary motor	Neurological	HSPB1, HSP27, CMT2F
2076	Neuropathy, distal hereditary motor, type II	Neurological	HSPB8, H11, E2IG1, DHMN2
2077	Neuropathy, hereditary sensory and autonomic, type 1	Neurological	SPTLC1, LBC1, SPT1, HSN1, HSAN
2078	Neuropathy, hereditary sensory and autonomic, type V	Neurological	NGFB, HSAN5
2079	Neuropathy, hereditary sensory, type II	Neurological	HSN2
2080	Neuropathy, recurrent, with pressure palsies	Neurological	PMP22, CMT1A, CMT1E, DSS
2081	Neutropenia, alloimmune neonatal	Hematological	FCGR3A, CD16, IGFR3
2082	Neutropenia, congenital	Hematological	ELA2
2083	Neutropenia, severe congenital	Hematological	GFI1, ZNF163
2084	Neutropenia, severe congenital, X-linked	Hematological	WAS, IMD2, THC
2085	Neutrophil immunodeficiency syndrome	Immunological	RAC2
2086	Nevo syndrome	Connective tissue	PLOD, PLOD1
2087	Nevus, epidermal, epidermolytic hyperkeratotic type	Dermatological	KRT10
2088	Newfoundland rod-cone dystrophy	Ophthamological	RLBP1
2089	Nicotine addiction, protection from	Psychiatric	CYP2A6, CYP2A3, CYP2A, P450C2A
2090	Nicotine addiction, susceptibility to	Psychiatric	CHRNA4, ENFL1
2091	Nicotine dependence, susceptibility to	Psychiatric	GPR51, GABBR2
2092	Niemann-Pick disease, type A	Metabolic	SMPD1, NPD
2093	Niemann-Pick disease, type B	Metabolic	SMPD1, NPD
2094	Niemann-Pick disease, type C1	Metabolic	NPC1, NPC
2095	Niemann-pick disease, type C2	Metabolic	NPC2, HE1
2096	Niemann-Pick disease, type D	Metabolic	NPC1, NPC
2097	Night blindness, congenital stationary	Ophthamological	GNAT1
2098	Night blindness, congenital stationary, type 1	Ophthamological	CSNB1, NYX
2099	Night blindness, congenital stationary, type 3	Ophthamological	PDE6B, PDEB, CSNB3
2100	Night blindness, congenital stationary, X-linked, type 2	Ophthamological	CACNA1F, CSNB2
2101	Night blindness, congenital stationery, rhodopsin-related	Ophthamological	RHO, RP4, OPN2
2102	Nijmegen breakage syndrome	multiple	NBS1, NBS
2103	Nonaka myopathy	Muscular	GNE, GLCNE, IBM2, DMRV, NM
2104	Noncompaction of left ventricular myocardium, isolated	Cardiovascular	TAZ, EFE2, BTHS, CMD3A, LVNCX
2105	Non-Hodgkin lymphoma, somatic	Cancer	CASP10, MCH4, ALPS2
2106	Nonsmall cell lung cancer	Cancer	IRF1, MAR
2107	Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in	Cancer	EGFR
2108	Nonsmall cell lung cancer, somatic	Cancer	BRAF
2109	Noonan syndrome 1	Developmental	PTPN11, PTP2C, SHP2, NS1
2110	Norrie disease	Neurological	NDP, ND
2111	Norum disease	Metabolic	LCAT
2112	Norwalk virus infection, resistance to	Immunological	FUT2, SE
2113	Nucleoside phosphorylase deficiency, immunodeficiency due to	Immunological	NP
2114	Obesity, adrenal insufficiency, and red hair	Nutritional	POMC
2115	Obesity, autosomal dominant	Nutritional	MC4R
2116	Obesity, hyperphagia, and developmental delay	Nutritional	AKR1C2, DDH2, DD2, HAKRD
2117	Obesity, hyperphagia, and developmental delay	Nutritional	NTRK2, TRKB
2118	Obesity, late-onset	Nutritional	AGRP, ART, AGRT
2119	Obesity, mild, early-onset	Nutritional	NR0B2, SHP
2120	Obesity, morbid, with hypogonadism	Nutritional	LEP, OB
2121	Obesity, morbid, with hypogonadism	Nutritional	LEPR, OBR
2122	Obesity, resistance to	Nutritional	PPARG, PPARG1, PPARG2
2123	Obesity, severe	Nutritional	PPARG, PPARG1, PPARG2
2124	Obesity, severe	Nutritional	SIM1
2125	Obesity, severe, and type II diabetes	Nutritional	UCP3
2126	Obesity, severe, due to leptin deficiency	Nutritional	LEP, OB
2127	Obesity, severe, susceptibility to	Nutritional	MC3R
2128	Obesity, susceptibility to	Nutritional	SLC6A14, OBX
2129	Obesity, susceptibility to	Nutritional	ADRB2
2130	Obesity, susceptibility to	Nutritional	ADRB3
2131	Obesity, susceptibility to	Nutritional	CART
2132	Obesity, susceptibility to	Nutritional	ENPP1, PDNP1, NPPS, M6S1, PCA1
2133	Obesity, susceptibility to	Nutritional	GHRL
2134	Obesity, susceptibility to	Nutritional	UCP1
2135	Obesity, susceptibility to	Nutritional	UCP2
2136	Obestiy with impaired prohormone processing	Nutritional	PCSK1, NEC1, PC1, PC3
2137	Obsessive-compulsive disorder 1	Psychiatric	SLC6A4, HTT, OCD1
2138	Obsessive-compulsive disorder, protection against	Psychiatric	BDNF
2139	Obsessive-compulsive disorder, susceptibility to	Psychiatric	HTR2A
2140	Occipital horn syndrome	multiple	ATP7A, MNK, MK, OHS
2141	Ocular albinism, Nettleship-Falls type	Ophthamological	OA1
2142	Oculocutaneous albinism, type II, modifier of	Ophthamological	MC1R
2143	Oculocutaneous albinism, type IV	Ophthamological	MATP, AIM1
2144	Oculodentodigital dysplasia	Skeletal	GJA1, CX43, ODDD, SDTY3, ODOD
